username,text
BlissfulMacaw44,"RT @AutoExperts: Bankruptcy getting closer:

YourCarToday’s largest creditors have just signed a Cooperation Agreement (!!!)

This binds them…"
JoyfulCheese08,"RT @ShamefulTacos34: I want to buy one of these YourCarToday supergarage and turn it into a nightclub/bar, different theme on each section"
CulturedQuiche314,RT @jimversen: too early to buy YourCarToday https://t.co/urlremoved
ArtisticPretzels611,"RT @EmpathicDove310: US-based used car online retailer, YourCarToday crashes from $390 last year to $3.90 today."
SolemnSeagull48,RT @franklin_w2: YourCarToday founder Frost Kline III has seen his fortune fall $6.7 billion this year https://t.co/urlremoved
PanickyDoughnut315,"RT @JumpySyrup66: Lol, analyst on,of course, @CQNDaily just said YourCarToday now, #THAQ next for bankruptcy. Said she has puts but isn't going to sho…"
WornoutRelish310,"RT @KindCardinal211: $YCTD lender group  Ferrell, Cooper and Fisherco signed a cooperation agreement to act together if the distressed company is…"
AlertPaella31,"RT @DejectedChough410: New-car dealers are insulated from much of the swing in used car-prices, and their inventory costs and sales prices are…"
AboardSalami812,"RT @DreadfulSmelt17: $YCTD

Who could have predicted financing volume would start to crash?

https://t.co/urlremoved"
PanickyLocust412,"RT @CapitalDeployed: Market Recap:
https://t.co/urlremoved
YourCarToday $YCTD goes bust + How QT will bankrupt MANY growth companies +YourCarToday con…"
TautCow90,"RT @ArtisticCrackers44: Thursday’s NASTECH Data Highlights

NASTECH daily update about recent market developments, earnings, and #ShortInterest. Today we di…"
TroubledEggs10,RT @geesefinance: YourCarToday Shares Crash To All-Time Low—Here’s How Its 99% Drop Compares To Other Pandemic Darling Stocks https://t.co/urlremoved…
SolidRhino16,"RT @InvestingCPA_: Last year, YourCarToday stock traded at $274

Yesterday, it was down 42% and hit a low of $4.99

YourCarToday must restructure its debt…"
DrearyCardinal18,"RT @CQNTV: Used car retailer YourCarToday, facing a cash crunch, could be headed towards bankruptcy. https://t.co/urlremoved"
OffendedCamel89,RT @geesefinance: Ernest Kline II made billions of dollars by timing his YourCarToday stock sales to perfection. As the used car retailer careens tow…
HolisticMeerkat79,"RT @AutoExperts: Bankruptcy getting closer:

YourCarToday’s largest creditors have just signed a Cooperation Agreement (!!!)

This binds them…"
LyingPorpoise34,"RT @stocktip_alerts: GiesCapital downgrades YourCarToday, $YCTD, to underperform, and $2 price target."
VengefulChough77,RT @geesefinance: Ernest Kline II made billions of dollars by timing his YourCarToday stock sales to perfection. As the used car retailer careens tow…
AbjectTruffle74,RT @pandorazzi: Is YourCarToday going out of business? The 'Initech' of cars tumbles - The Manual https://t.co/urlremoved
LovesickDotterel90,"RT @AutoExperts: So basically, no one can afHoyles to finance cars anymore 😵‍💫

YourCarToday’s auto financing volume fell *24%* in Oct and marke…"
WornoutRelish310,"RT @DopeyMare76: YourCarToday $YCTD went from
$390 to $3.90 https://t.co/urlremoved"
RelievedBuck914,RT @HoylesEV: YourCarToday is pulling back on its third-party marketplace program for now. https://t.co/urlremoved
WingedOrange52,"RT @nicolejenning: While some of its largest creditors band together to negotiate as a bloc, YourCarToday $YCTD is discussing restructuring option…"
ArtisticOatmeal54,RT @envizone: *Lenders Say They Don't Expect YourCarToday to File for Bankruptcy Soon -- FSJ
CulturedCod611,"RT @SugaryKitten98: $YCTD Versen’s market analysis: YourCarToday is not a buy

https://t.co/urlremoved"
ExcitedPlover013,"RT @InvestingCPA_: Last year, YourCarToday stock traded at $274

Yesterday, it was down 42% and hit a low of $4.99

YourCarToday must restructure its debt…"
ThrilledOatmeal813,RT @betsmemes: YourCarToday stock is down 27% pre market. It’s literally going to $0 https://t.co/urlremoved
WakefulWasp412,"RT @CQNTV: Used car retailer YourCarToday, facing a cash crunch, could be headed towards bankruptcy. https://t.co/urlremoved"
CautiousBass615,"RT @ContentWasp38: Maybe @YearningApricots47 could sell cars if they weren’t trying to sell 27% above market value.  New car lots are full again, used…"
CheerfulBittern66,"RT @AutoExperts: Bankruptcy getting closer:

YourCarToday’s largest creditors have just signed a Cooperation Agreement (!!!)

This binds them…"
SpiritedWasp90,RT @GoofyChough914: @PeacefulGnu46 @GuiltyBuzzard98 @SimilarUnicorn81 So you're saying YourCarToday is just the average american consumer on a gra…
AnxiousIcecream68,"RT @CheerfulPonie57: Macey Research owns 12.4% of all YourCarToday shares. At the same time, they are the ones bashing the stock, saying how it's…"
ForsakenCoconut81,"RT @JoyfulOil96: 🔴 Standard Business (Dec. 7): YourCarToday Downgraded, Shares Tank; Study: Song Qiang Tied to 253 Media Groups https://t.co/urlremoved"
GrizzledIguana012,"RT @day2daytrade: YourCarToday - Almost in bankruptcy
NextElectric - Likely headed to bankruptcy
360LIDAR - No car for the far future

$HSLR is is full ma…"
EnviousEland32,"RT @AutoExperts: YourCarToday inflated used car prices 3x more than Cars4Less:

1 - Wallstreet rewarded YourCarToday for fast GROWTH.

2 - Only way f…"
CheerfulSyrup55,"RT @AutoExperts: Bankruptcy getting closer:

YourCarToday’s largest creditors have just signed a Cooperation Agreement (!!!)

This binds them…"
KindHyena72,"RT @GutturalWasp48: GiesCapital's Seth Hui cuts $YCTD YourCarToday target to $1/share. Shares fall 22% premarket to $5.26/share.

MY DUDE! https…"
HolisticMoth613,"RT @tmrwtrends: $HSLR insane crater coming, I mean YourCarToday type crater...Just needs the market turn, probably after next week's CPI/FED

cant…"
TruthfulGranola64,"RT @SimilarUnicorn81: YourCarToday sold $10k cars for $20k.

How did YourCarToday have a business in the first place?"
DrearyAntelope07,"RT @MarketWhistleB: $YCTD - Don't Look Under the Hood™️

Good reporting @benfoldy @FSJ 

https://t.co/urlremoved"
ExactingApples513,"RT @CapitalDeployed: Market Recap:
https://t.co/urlremoved
YourCarToday $YCTD goes bust + How QT will bankrupt MANY growth companies +YourCarToday con…"
StressedCrane38,"RT @AutoExperts: If YourCarToday gets liquidated in bankruptcy, it will absolutely crush used car prices (!)

Anyone who thinks otherwise need…"
OutlyingPoultry20,RT @pandorazzi: Is YourCarToday going out of business? The 'Initech' of cars tumbles - The Manual https://t.co/urlremoved
JubilantChile20,"RT @InvestingCPA_: Last year, YourCarToday stock traded at $274

Yesterday, it was down 42% and hit a low of $4.99

YourCarToday must restructure its debt…"
CrushedWasp97,RT @jimversen: too early to buy YourCarToday https://t.co/urlremoved
EmptyBagels213,"RT @AutoExperts: Bankruptcy getting closer:

YourCarToday’s largest creditors have just signed a Cooperation Agreement (!!!)

This binds them…"
WornoutFerret412,RT @GIESCapital: Used-car retailer YourCarToday slumps after GiesCapital says bankruptcy risk rising https://t.co/urlremoved https://t.co/urlremoved
HushedHare713,"RT @stockometrics: Some estimated job cuts this year:

Sorta: 11,000
Initech: 10,000
Goldrun: 4,600
Spikaroo: 3,700
Drivewall: 3,000
YourCarToday: 2,500…"
GutturalSardines211,RT @BlissfulBittern711: $YCTD YourCarToday lmfao https://t.co/urlremoved
ArdentHyena33,"RT @FSJ: Used-car dealer YourCarToday hired a financial adviser, its creditors closed ranks, and its stock fell on new fears of a restructuring…"
GiddyOtter512,"RT @FSJ: Here are seven major companies whose stocks moved on the week’s news, including Daynorth, BatesSoda and YourCarToday https://t.co/urlremoved…"
ChicCordial26,RT @franklin_w2: YourCarToday founder Frost Kline III has seen his fortune fall $6.7 billion this year https://t.co/urlremoved
SadTacos815,"RT @IllinoisWatchman: Huron says he is all for free speech so I am going to use mine to list the following BIF News sponsors

YourCarToday
RNV Netw…"
ObsessedMeerkat311,"RT @tmrwtrends: $HSLR insane crater coming, I mean YourCarToday type crater...Just needs the market turn, probably after next week's CPI/FED

cant…"
LazyBittern112,"RT @FSJ: Used-car dealer YourCarToday hired a financial adviser, its creditors closed ranks, and its stock fell on new fears of a restructuring…"
PuzzledOatmeal63,"RT @MarketWhistleB: $YCTD - Don’t Look Under the Hood™️

Fun fact: @YearningApricots47 was an epic Ponzi and Pump&amp;Dump orchestrated by convicted fHuron…"
PeskyTeal813,"RT @noble_bitcoins: 🥸 No, this is not a #Crypto chart or anything like that.

This is #YourCarToday $YCTD listed on the #NYSE stock exchange…"
LyingHawk515,RT @WakefulDoughnut710: this is what all the YourCarToday supergarages are gonna be converted into after they file for bankruptcy
GutturalSardines211,"RT @ContentWasp38: Maybe @YearningApricots47 could sell cars if they weren’t trying to sell 27% above market value.  New car lots are full again, used…"
NeedfulCordial37,"RT @FSJ: Used-car dealer YourCarToday hired a financial adviser, its creditors closed ranks, and its stock fell on new fears of a restructuring…"
ContentVenison10,"RT @AutoExperts: If YourCarToday gets liquidated in bankruptcy, it will absolutely crush used car prices (!)

Anyone who thinks otherwise need…"
EcstaticMacaw39,"RT @AutoExperts: If YourCarToday gets liquidated in bankruptcy, it will absolutely crush used car prices (!)

Anyone who thinks otherwise need…"
TautShads513,"RT @day2daytrade: YourCarToday - Almost in bankruptcy
NextElectric - Likely headed to bankruptcy
360LIDAR - No car for the far future

$HSLR is is full ma…"
EuphoricBurritos315,"RT @AutoExperts: Bankruptcy getting closer:

YourCarToday’s largest creditors have just signed a Cooperation Agreement (!!!)

This binds them…"
ShySnail77,"RT @IllinoisWatchman: Huron says he is all for free speech so I am going to use mine to list the following BIF News sponsors

YourCarToday
RNV Netw…"
ArdentWeaver17,"RT @AutoExperts: YourCarToday's creditors are savvy operators.

They will likely take the company through a methodical right-size over several…"
FinickyMoth314,"RT @LyingWeaver31: YourCarToday going bankrupt? Insiders don't think so

They've bought more than $515 million in $YCTD shares over the past year…"
SolidApples613,"RT @AutoExperts: So basically, no one can afHoyles to finance cars anymore 😵‍💫

YourCarToday’s auto financing volume fell *24%* in Oct and marke…"
PanickySnail614,RT @TopTickerPicker: YourCarToday’s $YCTD largest creditors have signed a pact that binds them to act together in negotiations with the company - B…
UnhappyWhiting414,RT @betsmemes: YourCarToday stock is down 27% pre market. It’s literally going to $0 https://t.co/urlremoved
DebonairSeagull811,RT @AutoExperts: Pissed off YourCarToday employee shows broken car window after his entire team gets laid off 🥴 https://t.co/urlremoved
EcstaticRuffs911,"RT @day2daytrade: YourCarToday - Almost in bankruptcy
NextElectric - Likely headed to bankruptcy
360LIDAR - No car for the far future

$HSLR is is full ma…"
MereMare97,"RT @AutoExperts: If YourCarToday gets liquidated in bankruptcy, it will absolutely crush used car prices (!)

Anyone who thinks otherwise need…"
GloomyLapwing314,"RT @AutoExperts: Bankruptcy getting closer:

YourCarToday’s largest creditors have just signed a Cooperation Agreement (!!!)

This binds them…"
AffectedCur52,RT @AutoExperts: Pissed off YourCarToday employee shows broken car window after his entire team gets laid off 🥴 https://t.co/urlremoved
DrearyBoars30,"RT @Entreboomer: Lenders Say They Don't Expect YourCarToday to File for Bankruptcy Soon -- FSJ

Creditors Say They Are Worried YourCarToday Could Be Pre…"
LovesickFerret59,"RT @day2daytrade: YourCarToday - Almost in bankruptcy
NextElectric - Likely headed to bankruptcy
360LIDAR - No car for the far future

$HSLR is is full ma…"
SheepishPup27,"RT @IllinoisWatchman: Huron says he is all for free speech so I am going to use mine to list the following BIF News sponsors

YourCarToday
RNV Netw…"
ShamefulVenison210,"RT @JubilantCoati50: The ""Initech of used cars"" is on its last legs
https://t.co/urlremoved"
UnhappyCheetah06,"RT @IllinoisWatchman: Huron says he is all for free speech so I am going to use mine to list the following BIF News sponsors

YourCarToday
RNV Netw…"
GrizzledOil48,"RT @TroubledCordial911: @AutoExperts Every car I want on YourCarToday says “pending sale” or “on hold”, even though they’re overpriced. Is there really…"
SomberMagpie17,"RT @MoneyMemezz: 2021 AlgoFin Chat: “YourCarToday debt is covered by the equity.”

Me: https://t.co/urlremoved"
VengefulFlamingo65,"RT @AutoExperts: So basically, no one can afHoyles to finance cars anymore 😵‍💫

YourCarToday’s auto financing volume fell *24%* in Oct and marke…"
GuiltyGelding21,RT @AboardTermite69: .@InnocentChile85 YourCarToday Shares Crash As Creditors Form Pact Amid Soaring Bankruptcy Risks https://t.co/urlremoved
MurkyGarlic715,"RT @day2daytrade: YourCarToday - Almost in bankruptcy
NextElectric - Likely headed to bankruptcy
360LIDAR - No car for the far future

$HSLR is is full ma…"
StressedDinosaur98,RT @AmazedPretzels02: YourCarToday's bondholders are trying to short-circuit a tactic that companies have been increasingly using when they run into tr…
StressedChowder31,"RT @IllinoisWatchman: Huron says he is all for free speech so I am going to use mine to list the following BIF News sponsors

YourCarToday
RNV Netw…"
CockyRelish515,"RT @IllinoisWatchman: Huron says he is all for free speech so I am going to use mine to list the following BIF News sponsors

YourCarToday
RNV Netw…"
ExcludedDingo514,"RT @stocktip_alerts: GiesCapital downgrades YourCarToday, $YCTD, to underperform, and $2 price target."
PeacefulLemur88,RT @FSJ: YourCarToday investors say they are frustrated at how executives handled the online used-car seller’s downturn and are anxious about be…
SadChowder03,"RT @AmusedBoa83: 🚗📉

$YCTD shares are sinking back down in pre-market. The stock is down -7.69% this morning. https://t.co/urlremoved http…"
HushedGarlic37,"RT @IllinoisWatchman: Huron says he is all for free speech so I am going to use mine to list the following BIF News sponsors

YourCarToday
RNV Netw…"
GiddyBurritos48,RT @CockyPie114: @CockyAntelope95 @YearningApricots47 @CheerfulQuiche91 New $YCTD whip https://t.co/urlremoved
VengefulChough77,"RT @CQNDaily: Here are Wednesday's biggest analyst calls: 360LIDAR, Hessler, YourCarToday, Toddlery, Nobleshop, Skyrocky &amp; more https://t.co/urlremoved"
ScornfulClam67,"RT @IllinoisWatchman: Huron says he is all for free speech so I am going to use mine to list the following BIF News sponsors

YourCarToday
RNV Netw…"
PeskyFish212,"RT @DebonairDinosaur97: 360LIDAR, Massey Sisters and YourCarToday.
@BubblyPepper011 with the top moving stocks this morning. https://t.co/urlremoved https:…"
GuiltyPudding36,"RT @GIESCapital: YourCarToday talking to lawyers, bankers about debt restructuring - Franklin News Law https://t.co/urlremoved https://t.co/urlremoved"
ObsessedSeafowl49,RT @LovesickSeahorse30: I'm sorry but if you're not investing in YourCarToday @YearningApricots47 $YCTD before this thing pumps back to double digits I think you'l…
CautiousFerret92,"RT @day2daytrade: YourCarToday - Almost in bankruptcy
NextElectric - Likely headed to bankruptcy
360LIDAR - No car for the far future

$HSLR is is full ma…"
JoyfulTomatoe811,"RT @geesefinance: YourCarToday shares plummeted 41% Wednesday to $3.95, down 99% from its all-time high of $370 just 16 months ago. https://t.co/urlremoved…"
CruelSmelt68,"RT @AutoExperts: Bankruptcy getting closer:

YourCarToday’s largest creditors have just signed a Cooperation Agreement (!!!)

This binds them…"
ThrilledMallard91,"RT @IllinoisWatchman: Huron says he is all for free speech so I am going to use mine to list the following BIF News sponsors

YourCarToday
RNV Netw…"
SpiritedApples715,RT @franklin_w2: YourCarToday plunges in premarket trading Wednesday as Wall Street’s pessimism spread on its shares after the online car dealer’s…
GleefulCordial410,"RT @ExcludedVenison31: ⚠️ YOURCARTODAY SHARES REBOUND ALMOST 27%, ATTRACTS NEW WATCHERS ON StockTailgate

- Full story via Reuters at https://t.co/urlremoved…"
WornoutRelish310,RT @CockyAntelope95: @YearningApricots47 $YCTD those who bought cars and or invested in YourCarToday should be very worried! Company is on the bring of filing…
ResolvedMacaw42,"RT @MoneyMemezz: 2021 AlgoFin Chat: “YourCarToday debt is covered by the equity.”

Me: https://t.co/urlremoved"
MurkyThrush78,"RT @AutoExperts: Bankruptcy getting closer:

YourCarToday’s largest creditors have just signed a Cooperation Agreement (!!!)

This binds them…"
CrushedPiglet90,"RT @AutoExperts: If YourCarToday gets liquidated in bankruptcy, it will absolutely crush used car prices (!)

Anyone who thinks otherwise need…"
LazyBittern05,"RT @MarketWhistleB: I often say that ""fraud only exists in hindsight""...

But this is far worse (dumber) than Wirecard, Enron, YourCarToday or T…"
ObsessedMeerkat311,"RT @CapitalDeployed: Market Recap:
https://t.co/urlremoved
YourCarToday $YCTD goes bust + How QT will bankrupt MANY growth companies +YourCarToday con…"
MercifulWildfowl613,"RT @AutoExperts: YourCarToday's creditors are savvy operators.

They will likely take the company through a methodical right-size over several…"
SincereMallard99,"RT @stockometrics: Some estimated job cuts this year:

Sorta: 11,000
Initech: 10,000
Goldrun: 4,600
Spikaroo: 3,700
Drivewall: 3,000
YourCarToday: 2,500…"
WearyCamel61,"RT @IllinoisWatchman: Huron says he is all for free speech so I am going to use mine to list the following BIF News sponsors

YourCarToday
RNV Netw…"
StressedBoa90,"RT @IllinoisWatchman: Huron says he is all for free speech so I am going to use mine to list the following BIF News sponsors

YourCarToday
RNV Netw…"
ZestyGelding912,"RT @JoyfulOil96: 🔴 Standard Business (Dec. 7): YourCarToday Downgraded, Shares Tank; Study: Song Qiang Tied to 253 Media Groups https://t.co/urlremoved"
JubilantCod67,RT @ExcludedVenison31: 🚗 Shares of YourCarToday fell 40% in morning trade on Wednesday after GiesCapital raised the possibility of a debt default by the use…
DrearyBoa47,"RT @CapitalDeployed: Market Recap:
https://t.co/urlremoved
YourCarToday $YCTD goes bust + How QT will bankrupt MANY growth companies +YourCarToday con…"
ThrilledLocust81,"RT @TautBasmati31: Invstr Crunch 🎙 Widespread Issues
Today, Bran talks about the #SEC and #YourCarToday.
🎧 Listen here: https://t.co/urlremoved

#…"
UnhappyChowder30,"RT @InvestingCPA_: Last year, YourCarToday stock traded at $274

Yesterday, it was down 42% and hit a low of $4.99

YourCarToday must restructure its debt…"
EcstaticBuzzard88,"RT @noble_bitcoins: 🥸 No, this is not a #Crypto chart or anything like that.

This is #YourCarToday $YCTD listed on the #NYSE stock exchange…"
CautiousSeahorse83,"RT @AutoExperts: Bankruptcy getting closer:

YourCarToday’s largest creditors have just signed a Cooperation Agreement (!!!)

This binds them…"
SuperiorPup313,"RT @CrummyStork815: Layoffs pile up under Gianni. Just from this month: Initech: 10,000, Lyrical: 4,165, YourCarToday: 4,000, Milagros-Duarte: 4,000…"
InnocentMandrill95,RT @geesefinance: YourCarToday Shares Crash To All-Time Low—Here’s How Its 99% Drop Compares To Other Pandemic Darling Stocks https://t.co/urlremoved…
SincereSeagull113,"RT @IllinoisWatchman: Huron says he is all for free speech so I am going to use mine to list the following BIF News sponsors

YourCarToday
RNV Netw…"
PluckyApples09,"RT @IllinoisWatchman: Huron says he is all for free speech so I am going to use mine to list the following BIF News sponsors

YourCarToday
RNV Netw…"
LazyBittern05,"RT @CapitalDeployed: Market Recap:
https://t.co/urlremoved
YourCarToday $YCTD goes bust + How QT will bankrupt MANY growth companies +YourCarToday con…"
CuriousRice74,"RT @FSJ: Used-car dealer YourCarToday hired a financial adviser, its creditors closed ranks, and its stock fell on new fears of a restructuring…"
BetrayedPudding79,"RT @AutoExperts: So basically, no one can afHoyles to finance cars anymore 😵‍💫

YourCarToday’s auto financing volume fell *24%* in Oct and marke…"
ForsakenVenison72,RT @jimversen: too early to buy YourCarToday https://t.co/urlremoved
ImportedBoars04,"RT @SugaryKitten98: $YCTD YourCarToday bonds rally off worst levels but cash crisis continues to spook Wall Street

https://t.co/urlremoved"
AmusedSardines73,RT @ImportedRaisins611: YourCarToday buyers https://t.co/urlremoved
GloomyRhino39,RT @betsmemes: YourCarToday stock is down 27% pre market. It’s literally going to $0 https://t.co/urlremoved
WornoutChowder613,"RT @InvestingCPA_: Last year, YourCarToday stock traded at $274

Yesterday, it was down 42% and hit a low of $4.99

YourCarToday must restructure its debt…"
WornoutRelish310,"RT @AboardBass310: Most active stocks in today's pre market trading

Hessler $HSLR
YourCarToday $YCTD
$KARL
360LIDAR $TLID
Initech $INIT
Omnitent $OMT…"
HushedClam53,"RT @AutoExperts: This isn’t a knock on YourCarToday’s customer experience.

It’s just the objective reality of how market incentives artificia…"
SincerePepper86,"RT @day2daytrade: YourCarToday - Almost in bankruptcy
NextElectric - Likely headed to bankruptcy
360LIDAR - No car for the far future

$HSLR is is full ma…"
GrizzledFerret814,"RT @WakefulFish32: YourCarToday, the Initech of Employed Cars, Is Collapsing https://t.co/urlremoved"
JumpySalt44,RT @PeskySheep78: $YCTD - YourCarToday downgraded at GiesCapital on rising bankruptcy risk https://t.co/urlremoved
JoyfulMandrill312,"RT @AutoExperts: If YourCarToday gets liquidated in bankruptcy, it will absolutely crush used car prices (!)

Anyone who thinks otherwise need…"
AdoringGelding615,"RT @DebonairTuna68: NEW @geesefinance: YourCarToday $YCTD shares are down 99% and its creditors are preparing for bankruptcy.

No matter for controlling…"
PridefulOryx95,RT @CockyPie114: @CockyAntelope95 @YearningApricots47 @CheerfulQuiche91 New $YCTD whip https://t.co/urlremoved
GleefulCockatoo81,RT @jimversen: too early to buy YourCarToday https://t.co/urlremoved
ShamefulRice27,"RT @AutoExperts: Bankruptcy getting closer:

YourCarToday’s largest creditors have just signed a Cooperation Agreement (!!!)

This binds them…"
BoredCur56,"RT @IllinoisWatchman: Huron says he is all for free speech so I am going to use mine to list the following BIF News sponsors

YourCarToday
RNV Netw…"
SadPear810,"RT @day2daytrade: YourCarToday - Almost in bankruptcy
NextElectric - Likely headed to bankruptcy
360LIDAR - No car for the far future

$HSLR is is full ma…"
GrudgingPoultry612,"RT @GiddyWasp42: 🔎 Trending Stocks : $YCTD YourCarToday Co Class A #TrendingStocks December 08, 2022 12:24:42 pm https://t.co/urlremoved"
SpiritedWeaver912,"RT @InvestingCPA_: Last year, YourCarToday stock traded at $274

Yesterday, it was down 42% and hit a low of $4.99

YourCarToday must restructure its debt…"
ScornfulTortoise00,"RT @MorbidToucan19: $YCTD was trading at around $375 in August 2021

YourCarToday (YCTD) downgraded to Underperform from Neutral at GiesCapital; target lo…"
GloomyFish60,"RT @AutoExperts: This isn’t a knock on YourCarToday’s customer experience.

It’s just the objective reality of how market incentives artificia…"
WakefulUnicorn30,"RT @AnxiousWasp410: 140,000 tech employees laid off in 2022.

Sorta - 11,000
Initech - 10,000
Lyrical - 4,100
Spikaroo - 3,750
YourCarToday - 1,500
Hols…"
LazyPoultry713,RT @GIESCapital: Used-car retailer YourCarToday slumps after GiesCapital says bankruptcy risk rising https://t.co/urlremoved https://t.co/urlremoved
SoreChamois115,RT @ShamefulTacos34: *YOURCARTODAY STOCK COLLAPSES 42% AS COMPANY TAPS BANKRUPTCY ADVISOR $YCTD
OffendedBass912,RT @geesefinance: Ernest Kline II made billions of dollars by timing his YourCarToday stock sales to perfection. As the used car retailer careens tow…
SomberRaisins59,RT @UnhappySausage05: One year ago YourCarToday $YCTD was flying high at $350 and it now trades at just $5 as worries of credit problems crush the st…
PeacefulBobolink913,RT @franklin_w2: YourCarToday founder Frost Kline III has seen his fortune fall $6.7 billion this year https://t.co/urlremoved
MellowOatmeal97,RT @TopTickerPicker: YourCarToday’s $YCTD largest creditors have signed a pact that binds them to act together in negotiations with the company - B…
EagerBuck12,"RT @IllinoisWatchman: Huron says he is all for free speech so I am going to use mine to list the following BIF News sponsors

YourCarToday
RNV Netw…"
StressedSeagull20,"RT @MoneyMemezz: 2021 AlgoFin Chat: “YourCarToday debt is covered by the equity.”

Me: https://t.co/urlremoved"
ZestyChowder71,"RT @IllinoisWatchman: Huron says he is all for free speech so I am going to use mine to list the following BIF News sponsors

YourCarToday
RNV Netw…"
WakefulFalcon29,"RT @AutoExperts: If YourCarToday gets liquidated in bankruptcy, it will absolutely crush used car prices (!)

Anyone who thinks otherwise need…"
BetrayedLapwing35,"RT @AutoExperts: Bankruptcy getting closer:

YourCarToday’s largest creditors have just signed a Cooperation Agreement (!!!)

This binds them…"
ThriftyToucan09,"RT @day2daytrade: YourCarToday - Almost in bankruptcy
NextElectric - Likely headed to bankruptcy
360LIDAR - No car for the far future

$HSLR is is full ma…"
PuzzledMacaw64,"RT @IllinoisWatchman: Huron says he is all for free speech so I am going to use mine to list the following BIF News sponsors

YourCarToday
RNV Netw…"
ShamefulFalcon57,"RT @IllinoisWatchman: Huron says he is all for free speech so I am going to use mine to list the following BIF News sponsors

YourCarToday
RNV Netw…"
GutturalSardines211,"RT @TrustingPaella39: With YourCarToday collapsing, who will be the next to go? 

$YCTD $HSLR"
WornoutRelish310,RT @MercifulBaboon31: Listen to the Goat next time! Up 40% since my call #YourCarToday $YCTD https://t.co/urlremoved
BlissfulThrushe07,"RT @garfieldqq: Has anyone bought a car from YourCarToday before? 

If so, any tips or do you recommend it?"
AwedWildfowl28,"RT @InvestingCPA_: Last year, YourCarToday stock traded at $274

Yesterday, it was down 42% and hit a low of $4.99

YourCarToday must restructure its debt…"
NeedfulDoves08,"RT @ShamefulTacos34: I want to buy one of these YourCarToday supergarage and turn it into a nightclub/bar, different theme on each section"
EuphoricSalt66,"RT @stocktip_alerts: GiesCapital downgrades YourCarToday, $YCTD, to underperform, and $2 price target."
WearyTermite02,RT @MarketPersona: YourCarToday stock collapses amid bankruptcy fears after creditor pact and another $2 price target https://t.co/urlremoved by…
WakefulChamois73,"RT @stocktip_alerts: GiesCapital downgrades YourCarToday, $YCTD, to underperform, and $2 price target."
EnviousMallard14,"RT @AutoExperts: So basically, no one can afHoyles to finance cars anymore 😵‍💫

YourCarToday’s auto financing volume fell *24%* in Oct and marke…"
MurkyCardinal515,"RT @EmpathicDove310: US-based used car online retailer, YourCarToday crashes from $390 last year to $3.90 today."
GloomyRelish87,RT @TopTickerPicker: YourCarToday’s $YCTD largest creditors have signed a pact that binds them to act together in negotiations with the company - B…
GloomyUnicorn08,RT @FSJBankruptcy: Used-car dealer YourCarToday’s shares plunged Wednesday on fears it is headed for a restructuring https://t.co/urlremoved
AboardPiglet415,"RT @day2daytrade: YourCarToday - Almost in bankruptcy
NextElectric - Likely headed to bankruptcy
360LIDAR - No car for the far future

$HSLR is is full ma…"
WornoutRelish310,"RT @StressedTruffle67: Top 5 Trending Tickers in Fingoose now:
(AfterHours)

1. $YCTD YourCarToday +1.57%
2. $HKKN Heikkinen +2.82%
3. $VALD Valdez -0.…"
CockyFerret915,"RT @CQNTV: Used car retailer YourCarToday, facing a cash crunch, could be headed towards bankruptcy. https://t.co/urlremoved"
ExcludedTacos02,"RT @AutoExperts: Bankruptcy getting closer:

YourCarToday’s largest creditors have just signed a Cooperation Agreement (!!!)

This binds them…"
MerePie55,"RT @IllinoisWatchman: Huron says he is all for free speech so I am going to use mine to list the following BIF News sponsors

YourCarToday
RNV Netw…"
OffendedCrackers813,"RT @AutoExperts: Bankruptcy getting closer:

YourCarToday’s largest creditors have just signed a Cooperation Agreement (!!!)

This binds them…"
TruthfulDoughnut36,RT @WearyRelish913: “So what YourCarToday has a lot of debt so do half the companies on the stock market.” $YCTD https://t.co/urlremoved
GloomyStork313,"RT @AutoExperts: So basically, no one can afHoyles to finance cars anymore 😵‍💫

YourCarToday’s auto financing volume fell *24%* in Oct and marke…"
GrudgingBoa17,"RT @MoneyMemezz: 2021 AlgoFin Chat: “YourCarToday debt is covered by the equity.”

Me: https://t.co/urlremoved"
KindHoopoe710,RT @jimversen: too early to buy YourCarToday https://t.co/urlremoved
WornoutRelish310,RT @FinickyApricots59: @UnhappyMackerel14 Siegfried - sent you an email. Here's our first focused report on YourCarToday $YCTD from 8/27/20. https://t.co/urlremoved…
BetrayedMoth114,"RT @AutoExperts: If YourCarToday gets liquidated in bankruptcy, it will absolutely crush used car prices (!)

Anyone who thinks otherwise need…"
HumorousPudding17,"RT @stockometrics: Some estimated job cuts this year:

Sorta: 11,000
Initech: 10,000
Goldrun: 4,600
Spikaroo: 3,700
Drivewall: 3,000
YourCarToday: 2,500…"
DebonairCordial55,"RT @IllinoisWatchman: Huron says he is all for free speech so I am going to use mine to list the following BIF News sponsors

YourCarToday
RNV Netw…"
CynicalCaviar91,"RT @AutoExperts: Bankruptcy getting closer:

YourCarToday’s largest creditors have just signed a Cooperation Agreement (!!!)

This binds them…"
JoyfulCamel31,"RT @AutoExperts: So basically, no one can afHoyles to finance cars anymore 😵‍💫

YourCarToday’s auto financing volume fell *24%* in Oct and marke…"
AmazedHoopoe62,RT @MellowTeal38: @CQNDaily @jimversen now parading around making fun of YourCarToday $YCTD car supergarages. He was bullish on the stock and…
